,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
1271,1271,Image of Church,Church,7220,church,497,0.2883371,monastery,663,0.05846856,book jacket,921,0.01154339,mosque,668,0.011052796,vault,884,0.009878546,bell cote,442,0.009520757,window screen,904,0.006328634,fire screen,556,0.0057888636,lighter,626,0.005645287,tray,868,0.005351999
1272,1272,Image of Church,Church,9606,church,497,0.13634838,altar,406,0.0822231,vault,884,0.06360708,monastery,663,0.010764844,organ,687,0.010260074,chime,494,0.0053706598,bannister,421,0.004254582,throne,857,0.004082539,library,624,0.0038910003,dome,538,0.0035246436
1273,1273,Image of Church,Church,2049,church,497,0.6196559,bell cote,442,0.0128168855,dome,538,0.0062935157,web site,916,0.0030319232,ballplayer,981,0.002967411,groom,982,0.0026851334,monastery,663,0.0025929702,boathouse,449,0.0025328486,barn,425,0.0022809284,tile roof,858,0.0019158468
1274,1274,Image of Church,Church,3993,church,497,0.55124485,bell cote,442,0.041546997,monastery,663,0.0074345884,vault,884,0.0073582456,altar,406,0.00312712,boathouse,449,0.0018140787,barn,425,0.0017704763,dome,538,0.0014496542,Great Pyrenees,257,0.0013635043,tile roof,858,0.0013085267
1275,1275,Image of Church,Church,2337,church,497,0.3485615,bell cote,442,0.013211314,monastery,663,0.012014098,airship,405,0.0031826948,bikini,445,0.0022544658,picket fence,716,0.0021291801,library,624,0.002067609,altar,406,0.001914409,wing,908,0.0018868761,beacon,437,0.0016836447
1276,1276,Image of Church,Church,4168,church,497,0.38745376,monastery,663,0.037863687,vault,884,0.023203481,bell cote,442,0.019815441,altar,406,0.0061068144,palace,698,0.005770493,castle,483,0.002622596,tile roof,858,0.0021598805,cricket,312,0.0017040828,triumphal arch,873,0.001671417
1277,1277,Image of Church,Church,6351,church,497,0.5061661,bell cote,442,0.0143492725,monastery,663,0.010140023,vault,884,0.008732143,dome,538,0.00815835,tile roof,858,0.0037893588,palace,698,0.00372154,library,624,0.0019998753,castle,483,0.001987166,altar,406,0.0015178148
1278,1278,Image of Church,Church,9701,church,497,0.63154465,monastery,663,0.06317082,bell cote,442,0.013390899,vault,884,0.006370274,barn,425,0.0046638423,tile roof,858,0.0034103473,picket fence,716,0.0028540334,prison,743,0.0027095424,viaduct,888,0.0021542367,dome,538,0.0021340249
1279,1279,Image of Church,Church,5604,church,497,0.4186842,monastery,663,0.020304294,bell cote,442,0.01418211,altar,406,0.008004046,vault,884,0.007861796,dome,538,0.002520039,mosque,668,0.0018646665,analog clock,409,0.0015667811,vestment,887,0.0014799323,Great Pyrenees,257,0.0014169592
1280,1280,Image of Church,Church,1658,church,497,0.2223284,palace,698,0.11568192,castle,483,0.07451378,bell cote,442,0.04304175,monastery,663,0.04169234,dam,525,0.029503936,dome,538,0.02306034,dock,536,0.016619671,tile roof,858,0.0117052905,vault,884,0.008589034
1281,1281,Image of Church,Church,7066,vault,884,0.28441358,altar,406,0.21301816,church,497,0.20084442,monastery,663,0.017632924,organ,687,0.011457337,library,624,0.004498697,throne,857,0.004319369,maze,646,0.0024069906,bell cote,442,0.0023706262,vestment,887,0.0022059376
1282,1282,Image of Church,Church,4330,church,497,0.41509983,vault,884,0.13119979,altar,406,0.1199464,organ,687,0.013768325,monastery,663,0.005563405,library,624,0.0021331876,throne,857,0.0018355531,vestment,887,0.001818308,Great Pyrenees,257,0.0017801739,bannister,421,0.0016750502
1283,1283,Image of Church,Church,4061,church,497,0.2847211,vault,884,0.16395478,altar,406,0.097182386,monastery,663,0.01534401,organ,687,0.010569036,bannister,421,0.002711816,vestment,887,0.002413216,Great Pyrenees,257,0.0023131333,library,624,0.0018948984,bell cote,442,0.0018101132
1284,1284,Image of Church,Church,6506,church,497,0.3791396,altar,406,0.26970205,vault,884,0.056810528,organ,687,0.0054138824,Great Pyrenees,257,0.0049399775,vestment,887,0.0031865188,monastery,663,0.003039535,throne,857,0.0026425056,bannister,421,0.0018679852,bell cote,442,0.0012649663
1285,1285,Image of Church,Church,5969,church,497,0.4073672,monastery,663,0.052258465,bell cote,442,0.042531136,vault,884,0.01609774,prison,743,0.00475345,tile roof,858,0.004152212,dome,538,0.0041082874,mosque,668,0.0034392658,palace,698,0.0032751744,library,624,0.0021665758
1286,1286,Image of Church,Church,5951,church,497,0.49657944,bell cote,442,0.04511823,boathouse,449,0.015659638,monastery,663,0.012276623,mosque,668,0.004447681,picket fence,716,0.004432177,barn,425,0.0037694417,vault,884,0.0035673555,dome,538,0.003165748,tile roof,858,0.0029942358
1287,1287,Image of Church,Church,3661,church,497,0.2747056,altar,406,0.16763183,vault,884,0.037244163,monastery,663,0.0050384384,vestment,887,0.0043454315,organ,687,0.0037441247,Great Pyrenees,257,0.002536486,throne,857,0.0014969613,nematode,111,0.001280825,castle,483,0.0012630763
1288,1288,Image of Church,Church,2051,church,497,0.41683444,bell cote,442,0.046819676,monastery,663,0.03501864,vault,884,0.011658216,dome,538,0.003302401,tile roof,858,0.0025591676,palace,698,0.0016659469,library,624,0.0015544223,altar,406,0.0014037712,flagpole,557,0.0011881434
1289,1289,Image of Church,Church,8330,altar,406,0.22504994,church,497,0.19252671,vault,884,0.098172195,organ,687,0.016893597,monastery,663,0.006785736,vestment,887,0.002142197,folding chair,559,0.0018459004,bell cote,442,0.0016728174,mosque,668,0.0016571028,Great Pyrenees,257,0.001609613
1290,1290,Image of Church,Church,3760,church,497,0.6291854,bell cote,442,0.08805242,monastery,663,0.01160644,vault,884,0.0039136144,tile roof,858,0.0026244675,prison,743,0.0013326099,boathouse,449,0.0013156119,barn,425,0.0010533994,dome,538,0.0009810936,castle,483,0.00079874205
1291,1291,Image of Church,Church,9204,church,497,0.6285294,bell cote,442,0.034594793,vault,884,0.007697522,altar,406,0.006320247,monastery,663,0.006121883,dome,538,0.0034193888,library,624,0.002650252,cinema,498,0.0025212667,analog clock,409,0.0020883894,water tower,900,0.001918642
1292,1292,Image of Church,Church,9586,church,497,0.6349389,monastery,663,0.008162299,bell cote,442,0.0068739406,vault,884,0.006056038,altar,406,0.0027565772,mosque,668,0.0027329677,cinema,498,0.0022961064,dome,538,0.0021670717,palace,698,0.0019620722,tile roof,858,0.0012504286
1293,1293,Image of Church,Church,6277,church,497,0.4162036,bell cote,442,0.04066062,monastery,663,0.021668805,vault,884,0.009054699,triumphal arch,873,0.0022381318,altar,406,0.0022268128,dome,538,0.0020894816,indri,384,0.0017279759,ashcan,412,0.0016982416,analog clock,409,0.0016126086
1294,1294,Image of Church,Church,3661,church,497,0.27536988,altar,406,0.16637547,vault,884,0.037449837,monastery,663,0.0050183884,vestment,887,0.00440403,organ,687,0.0037628335,Great Pyrenees,257,0.002530622,throne,857,0.0015141985,nematode,111,0.0012847111,castle,483,0.001258469
1295,1295,Image of Church,Church,1127,church,497,0.53333163,vault,884,0.12501565,altar,406,0.11956799,monastery,663,0.0068234615,organ,687,0.006619435,library,624,0.0025412096,marimba,642,0.0014434705,Great Pyrenees,257,0.0011262025,throne,857,0.0009853682,mosque,668,0.00093777553
1296,1296,Image of Church,Church,8913,church,497,0.39028043,altar,406,0.14889048,vault,884,0.048677072,marimba,642,0.008922137,organ,687,0.0059768306,monastery,663,0.0052478616,vestment,887,0.004504017,maze,646,0.0041060257,library,624,0.003770189,Great Pyrenees,257,0.0032160436
1297,1297,Image of Church,Church,4797,church,497,0.40734804,monastery,663,0.018570725,bell cote,442,0.012850482,dome,538,0.008556265,park bench,703,0.0068641356,mosque,668,0.00565134,picket fence,716,0.005593872,palace,698,0.0049057035,boathouse,449,0.0043687625,library,624,0.0032413166
1298,1298,Image of Church,Church,7535,church,497,0.2003848,vault,884,0.13558565,altar,406,0.060996667,monastery,663,0.040962923,organ,687,0.0099087935,mosque,668,0.004723168,throne,857,0.0045654345,prayer rug,741,0.004460994,palace,698,0.002872943,caldron,469,0.0028084314
1299,1299,Image of Church,Church,4856,church,497,0.2907579,bell cote,442,0.09382611,monastery,663,0.022354025,tile roof,858,0.008929505,dome,538,0.00669924,vault,884,0.0059399866,boathouse,449,0.0043489784,castle,483,0.004264392,palace,698,0.0034791098,viaduct,888,0.0034133212
1300,1300,Image of Church,Church,9353,vault,884,0.2695575,church,497,0.23720336,altar,406,0.11462155,organ,687,0.01388458,monastery,663,0.0123105785,library,624,0.002356024,bell cote,442,0.0020173008,Great Pyrenees,257,0.0019747003,vestment,887,0.0019550931,bookshop,454,0.0016376282
1301,1301,Image of Church,Church,8425,space shuttle,812,0.05389395,missile,657,0.04273704,church,497,0.037609886,projectile,744,0.029251922,birdhouse,448,0.021495664,warplane,895,0.016452452,radio telescope,755,0.016063826,wing,908,0.015065346,monastery,663,0.014117302,dome,538,0.013745611
1302,1302,Image of Church,Church,2479,church,497,0.21454297,vault,884,0.07667016,altar,406,0.06174826,monastery,663,0.009546594,dome,538,0.00769472,organ,687,0.00597786,library,624,0.005498725,palace,698,0.0025885177,fountain,562,0.0025356072,dishwasher,534,0.0023618415
1303,1303,Image of Church,Church,5547,church,497,0.27627525,vault,884,0.27173167,altar,406,0.07825752,monastery,663,0.026683293,organ,687,0.0066946526,library,624,0.0064078546,bannister,421,0.0061173765,bell cote,442,0.004449808,Great Pyrenees,257,0.0018369528,mosque,668,0.0017238951
1304,1304,Image of Church,Church,6602,church,497,0.6051746,bell cote,442,0.055650767,monastery,663,0.009564391,dome,538,0.0069684605,tile roof,858,0.0018042561,boathouse,449,0.0014454911,library,624,0.0014116912,picket fence,716,0.0012736073,vault,884,0.0012550744,analog clock,409,0.0012008122
1305,1305,Image of Church,Church,9840,church,497,0.3121689,vault,884,0.150304,altar,406,0.10142249,monastery,663,0.011889679,organ,687,0.0075434255,marimba,642,0.005173161,palace,698,0.0042518354,bell cote,442,0.0031736556,library,624,0.002516885,vestment,887,0.0019053495
1306,1306,Image of Church,Church,7235,church,497,0.34939024,vault,884,0.019989345,bell cote,442,0.01951623,tile roof,858,0.017037299,monastery,663,0.0077881175,library,624,0.0075081745,dome,538,0.0054266453,palace,698,0.0048785554,castle,483,0.0032220965,prison,743,0.0027844876
1307,1307,Image of Church,Church,4645,church,497,0.2558682,vault,884,0.18875916,altar,406,0.039461423,marimba,642,0.014788648,organ,687,0.011135467,monastery,663,0.00940844,library,624,0.006011315,restaurant,762,0.0033626151,bookshop,454,0.0028356784,prison,743,0.0025444527
1308,1308,Image of Church,Church,6896,church,497,0.54652065,bell cote,442,0.02563557,monastery,663,0.007645773,vault,884,0.0028305445,altar,406,0.0019484638,analog clock,409,0.0018820262,barn,425,0.0018287032,dome,538,0.0013284681,castle,483,0.0012188008,tile roof,858,0.0011798728
1309,1309,Image of Church,Church,9510,vault,884,0.30367988,church,497,0.09458372,monastery,663,0.04683375,altar,406,0.0445783,organ,687,0.008911044,library,624,0.0041139564,maze,646,0.0037314272,throne,857,0.003311751,bannister,421,0.003194942,caldron,469,0.0026319486
1310,1310,Image of Church,Church,2830,church,497,0.37046665,monastery,663,0.0783861,bell cote,442,0.020665983,vault,884,0.016856182,altar,406,0.005755426,palace,698,0.0026828516,dome,538,0.0025765975,mosque,668,0.0014210303,Great Pyrenees,257,0.0013336778,vestment,887,0.0012537757
1311,1311,Image of Church,Church,1159,church,497,0.34419608,bell cote,442,0.06556468,monastery,663,0.025687028,vault,884,0.009732358,dome,538,0.002727667,altar,406,0.0023684092,tile roof,858,0.0015657828,medicine chest,648,0.001474132,castle,483,0.0013691944,triumphal arch,873,0.0012652536
1312,1312,Image of Church,Church,1204,church,497,0.42120764,altar,406,0.15512145,vault,884,0.10136526,organ,687,0.010487185,monastery,663,0.005776775,bell cote,442,0.0038893456,Great Pyrenees,257,0.0025552078,vestment,887,0.0025158771,library,624,0.0018634261,throne,857,0.0017102564
1313,1313,Image of Church,Church,2003,church,497,0.19311509,altar,406,0.14265606,vault,884,0.09889467,palace,698,0.03490763,monastery,663,0.017417815,dome,538,0.008952242,library,624,0.008717839,organ,687,0.007132468,mosque,668,0.0069731856,triumphal arch,873,0.0069373655
1314,1314,Image of Church,Church,1756,church,497,0.50557953,bell cote,442,0.029369673,monastery,663,0.009784137,vault,884,0.0025202695,obelisk,682,0.0019926887,analog clock,409,0.0015367636,tile roof,858,0.001333075,sundial,835,0.0012315437,altar,406,0.0011352936,mosque,668,0.001086133
1315,1315,Image of Church,Church,9264,church,497,0.5011888,bell cote,442,0.044022735,monastery,663,0.026614789,vault,884,0.0059937383,tile roof,858,0.0025731982,castle,483,0.002557843,dome,538,0.0019135172,analog clock,409,0.0018353532,chime,494,0.0017976002,barn,425,0.0012472209
1316,1316,Image of Church,Church,3571,vault,884,0.3404138,church,497,0.12862143,altar,406,0.041489165,monastery,663,0.016736517,library,624,0.01416464,organ,687,0.008315308,restaurant,762,0.0024361988,throne,857,0.0020993117,caldron,469,0.0019252519,bell cote,442,0.0018563607
1317,1317,Image of Church,Church,3618,church,497,0.55707186,vault,884,0.08585735,monastery,663,0.01347726,bell cote,442,0.007859388,altar,406,0.006440112,library,624,0.0024553682,dome,538,0.0020034246,castle,483,0.0019039385,palace,698,0.001286681,organ,687,0.0012776485
1318,1318,Image of Church,Church,9843,vault,884,0.26882127,church,497,0.14552471,altar,406,0.074596874,monastery,663,0.020124817,bannister,421,0.012779803,organ,687,0.011007524,throne,857,0.0093674855,library,624,0.007979455,prayer rug,741,0.005640515,bell cote,442,0.005142729
1319,1319,Image of Church,Church,5133,church,497,0.46638814,bell cote,442,0.06747797,monastery,663,0.0074462676,vault,884,0.005061521,castle,483,0.0031647708,tray,868,0.0024126172,bathtub,435,0.0019999696,library,624,0.0016634323,tile roof,858,0.0015460539,prison,743,0.0013366487
1320,1320,Image of Church,Church,2994,church,497,0.33373055,vault,884,0.18577401,altar,406,0.12194895,monastery,663,0.011870066,vestment,887,0.005577992,organ,687,0.0041792057,Great Pyrenees,257,0.0040025865,bell cote,442,0.0038198628,library,624,0.003699908,bannister,421,0.0033669784
1321,1321,Image of Church,Church,3501,church,497,0.41967717,monastery,663,0.027382841,bell cote,442,0.013756009,vault,884,0.008371903,altar,406,0.007066218,dome,538,0.004599247,boathouse,449,0.0023882114,airship,405,0.0019340372,vestment,887,0.0017554343,library,624,0.0016894232
1322,1322,Image of Church,Church,4554,church,497,0.37776566,monastery,663,0.20417476,bell cote,442,0.07350683,vault,884,0.010722664,palace,698,0.004641583,castle,483,0.0045470814,tile roof,858,0.0026690208,obelisk,682,0.0023237814,altar,406,0.0021398717,mosque,668,0.0020568948
1323,1323,Image of Church,Church,6498,church,497,0.28043917,monastery,663,0.027348474,bell cote,442,0.020686995,chime,494,0.0027793811,dome,538,0.0026693558,vault,884,0.0020154056,tile roof,858,0.0018535012,beacon,437,0.0017657616,indri,384,0.0014614881,picket fence,716,0.0014043979
1324,1324,Image of Church,Church,9522,church,497,0.5234443,bell cote,442,0.014020283,monastery,663,0.011895714,analog clock,409,0.0033544595,vault,884,0.0032719183,dome,538,0.00205478,palace,698,0.0015864003,altar,406,0.0015811162,airship,405,0.0013380141,mosque,668,0.001281485
1325,1325,Image of Church,Church,9445,church,497,0.2474417,monastery,663,0.115243,bell cote,442,0.058311407,vault,884,0.011140636,palace,698,0.0043135253,mosque,668,0.0037541988,prison,743,0.0026887693,dome,538,0.0023052983,library,624,0.0022642107,viaduct,888,0.0020379268
1326,1326,Image of Church,Church,5025,church,497,0.25115395,monastery,663,0.04524646,castle,483,0.026956731,valley,979,0.019639065,palace,698,0.017625533,greenhouse,580,0.01562534,bell cote,442,0.015014861,lakeside,975,0.011142696,boathouse,449,0.008274232,alp,970,0.0070925076
1327,1327,Image of Church,Church,7402,vault,884,0.29347482,church,497,0.2573705,altar,406,0.09902694,monastery,663,0.018562716,bannister,421,0.010742391,library,624,0.008512414,organ,687,0.007172751,Great Pyrenees,257,0.002902904,bell cote,442,0.0025262944,vestment,887,0.002422956
1328,1328,Image of Church,Church,2524,church,497,0.4950953,bell cote,442,0.017682401,vault,884,0.01630576,monastery,663,0.013705427,altar,406,0.0036133963,dome,538,0.0031417604,library,624,0.0026784565,palace,698,0.0022690168,analog clock,409,0.002192101,tile roof,858,0.0017391931
1329,1329,Image of Church,Church,1922,church,497,0.46472907,bell cote,442,0.02512927,monastery,663,0.013396041,dome,538,0.00562467,vault,884,0.004622912,mosque,668,0.002974056,altar,406,0.0014701417,chime,494,0.0012164318,boathouse,449,0.0012064476,Great Pyrenees,257,0.0011004438
1330,1330,Image of Church,Church,2248,vault,884,0.29456365,church,497,0.07112452,altar,406,0.0659797,monastery,663,0.026410975,organ,687,0.0075803916,Great Pyrenees,257,0.0020511744,caldron,469,0.0020305302,vestment,887,0.0018372516,pool table,736,0.0018275139,bell cote,442,0.0017226288
1331,1331,Image of Church,Church,6923,church,497,0.35111055,bell cote,442,0.072489,monastery,663,0.0135223465,vault,884,0.008165532,dome,538,0.004631714,altar,406,0.0029937038,chime,494,0.0019785692,tile roof,858,0.0017738157,space shuttle,812,0.001642281,library,624,0.0015254534
1332,1332,Image of Church,Church,9777,vault,884,0.4370117,church,497,0.08464727,altar,406,0.041863095,monastery,663,0.028424934,organ,687,0.008590424,prayer rug,741,0.006113406,throne,857,0.0056987447,mosque,668,0.004886657,palace,698,0.004519752,bannister,421,0.0028966747
1333,1333,Image of Church,Church,6422,vault,884,0.2078254,church,497,0.1940537,altar,406,0.15991233,organ,687,0.011588334,monastery,663,0.010565206,bell cote,442,0.0027710858,library,624,0.0023071163,vestment,887,0.002002623,Great Pyrenees,257,0.0018769909,bookshop,454,0.0018257911
1334,1334,Image of Church,Church,6238,church,497,0.25957993,vault,884,0.1538957,altar,406,0.10963767,palace,698,0.01891183,organ,687,0.014784865,monastery,663,0.010727466,library,624,0.00403422,mosque,668,0.0034282592,bell cote,442,0.002234715,throne,857,0.0020755078
1335,1335,Image of Church,Church,1171,church,497,0.44176555,bell cote,442,0.097814344,monastery,663,0.0340647,tile roof,858,0.007590427,dome,538,0.0064686053,vault,884,0.0050572166,barn,425,0.0034972068,worm fence,912,0.0031748428,boathouse,449,0.0031630776,picket fence,716,0.002344157
1336,1336,Image of Church,Church,1175,church,497,0.7996821,monastery,663,0.012036094,altar,406,0.006212258,vault,884,0.0053526354,bell cote,442,0.0048725936,book jacket,921,0.00090732536,vestment,887,0.0007688245,palace,698,0.0007480889,prayer rug,741,0.00072052283,Great Pyrenees,257,0.0007013695
1337,1337,Image of Church,Church,9657,vault,884,0.21540645,church,497,0.1781951,altar,406,0.09585501,organ,687,0.013544127,palace,698,0.013344608,monastery,663,0.009998408,slot,800,0.005759236,dome,538,0.0054188967,window screen,904,0.0039263554,mosque,668,0.0037979584
1338,1338,Image of Church,Church,3709,church,497,0.46471122,monastery,663,0.029121917,bell cote,442,0.02692637,dome,538,0.0035535763,barn,425,0.001954205,analog clock,409,0.0018716425,airship,405,0.001781866,viaduct,888,0.0017700036,picket fence,716,0.0016180524,tile roof,858,0.0015322444
1339,1339,Image of Church,Church,2983,church,497,0.5489392,bell cote,442,0.044194907,monastery,663,0.016300175,vault,884,0.0027500922,dome,538,0.0020354749,analog clock,409,0.0019914173,altar,406,0.0019423647,tile roof,858,0.0015410988,cricket,312,0.0011828156,chime,494,0.0011289348
1340,1340,Image of Church,Church,5035,vault,884,0.33676675,monastery,663,0.049331777,church,497,0.046965424,altar,406,0.0465861,palace,698,0.011657215,library,624,0.008831398,organ,687,0.007693769,bookshop,454,0.00366579,caldron,469,0.0025119202,analog clock,409,0.0019916457
1341,1341,Image of Church,Church,2964,monastery,663,0.34545133,church,497,0.12538198,bell cote,442,0.07301559,valley,979,0.010979833,palace,698,0.007036526,vault,884,0.006490175,castle,483,0.0059224493,dome,538,0.005842701,tile roof,858,0.004396805,alp,970,0.002779656
1342,1342,Image of Church,Church,6559,vault,884,0.29641363,monastery,663,0.057500944,church,497,0.034572184,altar,406,0.01827522,pool table,736,0.014735954,organ,687,0.008813375,library,624,0.005532114,palace,698,0.0053237397,throne,857,0.0041228775,mosque,668,0.0039483295
1343,1343,Image of Church,Church,7770,church,497,0.29413438,monastery,663,0.040604882,bell cote,442,0.015621835,dome,538,0.005536351,vault,884,0.005468572,mosque,668,0.002357477,analog clock,409,0.0021278898,tile roof,858,0.0019998997,palace,698,0.0018642138,cricket,312,0.0018015078
1344,1344,Image of Church,Church,4309,vault,884,0.35668802,church,497,0.25868857,altar,406,0.06877348,monastery,663,0.027463151,library,624,0.008204935,organ,687,0.0070882724,restaurant,762,0.0049929144,bannister,421,0.0030357146,bell cote,442,0.002223687,maze,646,0.002147823
1345,1345,Image of Church,Church,5232,church,497,0.34536275,monastery,663,0.06186158,bell cote,442,0.04781332,vault,884,0.008917187,dome,538,0.0027570901,tile roof,858,0.0020786447,altar,406,0.0020385042,freight car,565,0.0017363132,Egyptian cat,285,0.0016260009,affenpinscher,252,0.0015134818
1346,1346,Image of Church,Church,9320,altar,406,0.2775676,vault,884,0.14453821,church,497,0.13689835,organ,687,0.021787737,monastery,663,0.017745484,bookshop,454,0.003832859,vestment,887,0.0032003808,throne,857,0.002995382,library,624,0.0025600896,photocopier,713,0.0022242453
1347,1347,Image of Church,Church,2119,vault,884,0.40370926,church,497,0.06885465,altar,406,0.049388357,monastery,663,0.0197136,organ,687,0.008324353,library,624,0.0055684308,mosque,668,0.0041060797,throne,857,0.0036782096,palace,698,0.0036595988,restaurant,762,0.0030773268
1348,1348,Image of Church,Church,3291,church,497,0.4767032,monastery,663,0.07069621,bell cote,442,0.047390684,vault,884,0.011183925,altar,406,0.0051116403,dome,538,0.0029622666,chime,494,0.0012613103,cinema,498,0.0011853677,library,624,0.0010070342,beacon,437,0.0009889363
1349,1349,Image of Church,Church,9827,vault,884,0.22071418,altar,406,0.07418364,church,497,0.07276296,monastery,663,0.02914695,organ,687,0.008752293,folding chair,559,0.00323415,pier,718,0.002694788,prayer rug,741,0.0023583819,bell cote,442,0.0022599804,caldron,469,0.00213805
1350,1350,Image of Church,Church,5495,church,497,0.17724127,altar,406,0.12018631,vault,884,0.077965595,marimba,642,0.025587039,organ,687,0.01318721,monastery,663,0.012608228,vestment,887,0.003122019,restaurant,762,0.0025159814,throne,857,0.0023758635,library,624,0.0022018005
1351,1351,Image of Church,Church,4987,church,497,0.5301889,bell cote,442,0.024641583,monastery,663,0.013372518,vault,884,0.0022477526,dome,538,0.002194601,chime,494,0.0016291246,tile roof,858,0.0015909527,pickelhaube,715,0.001147517,butternut squash,942,0.0011252931,Egyptian cat,285,0.0010671428
1352,1352,Image of Church,Church,3983,vault,884,0.31217465,church,497,0.27797183,altar,406,0.069918334,monastery,663,0.009570023,organ,687,0.007806294,library,624,0.0063189073,bannister,421,0.003172222,bell cote,442,0.0030332524,palace,698,0.002427854,vestment,887,0.002172205
1353,1353,Image of Church,Church,2444,church,497,0.22285566,altar,406,0.18451208,vault,884,0.17644405,throne,857,0.012030797,monastery,663,0.01097347,organ,687,0.010171442,library,624,0.009219627,bannister,421,0.008496738,mosque,668,0.0034712544,vestment,887,0.0034628229
1354,1354,Image of Church,Church,7189,church,497,0.473635,bell cote,442,0.050843596,monastery,663,0.017058292,vault,884,0.009125827,altar,406,0.003933678,barn,425,0.0025345737,chime,494,0.0016077867,dome,538,0.0015906802,palace,698,0.0014508406,boathouse,449,0.0013613694
1355,1355,Image of Church,Church,7493,vault,884,0.3289351,altar,406,0.14849707,church,497,0.13332345,organ,687,0.023777265,monastery,663,0.013238277,library,624,0.0028378037,bell cote,442,0.0021117416,bookshop,454,0.0015860092,Great Pyrenees,257,0.0012239283,vestment,887,0.0011713484
1356,1356,Image of Church,Church,5172,church,497,0.49051747,altar,406,0.14741974,vault,884,0.033856872,monastery,663,0.006837526,organ,687,0.0059022913,barrel,427,0.005042769,Great Pyrenees,257,0.0036995136,vestment,887,0.0031553996,washer,897,0.0028466643,maze,646,0.0025069837
1357,1357,Image of Church,Church,2912,church,497,0.47333524,bell cote,442,0.026570873,monastery,663,0.008594009,castle,483,0.0040065884,book jacket,921,0.003840009,vault,884,0.0036626982,altar,406,0.0024446114,palace,698,0.0024214778,library,624,0.0020819402,dome,538,0.0017531234
1358,1358,Image of Church,Church,7716,church,497,0.6070197,bell cote,442,0.03028892,monastery,663,0.0246624,vault,884,0.00852174,tile roof,858,0.0035912336,dome,538,0.0034272843,prison,743,0.0023982567,castle,483,0.0014799049,palace,698,0.0012010711,library,624,0.0011413124
1359,1359,Image of Church,Church,1313,church,497,0.39419645,altar,406,0.102368206,vault,884,0.061671875,monastery,663,0.007125549,organ,687,0.005080521,library,624,0.0036466706,mosque,668,0.0033301923,vestment,887,0.0031294464,bannister,421,0.002302103,palace,698,0.0021431926
1360,1360,Image of Church,Church,5176,bell cote,442,0.28002334,church,497,0.22512591,monastery,663,0.010405148,barn,425,0.00603699,vault,884,0.0024574664,beacon,437,0.0021023261,boathouse,449,0.0020510098,lakeside,975,0.0019111126,chime,494,0.0017569051,palace,698,0.0016481577
1361,1361,Image of Church,Church,3543,vault,884,0.36295456,church,497,0.09041678,altar,406,0.04617238,monastery,663,0.01364732,organ,687,0.0077747772,restaurant,762,0.005478885,library,624,0.0042666853,crutch,523,0.0029476255,bell cote,442,0.0021234786,bookshop,454,0.0020631081
1362,1362,Image of Church,Church,7350,vault,884,0.2553999,altar,406,0.076621294,church,497,0.06792085,monastery,663,0.013938825,organ,687,0.0056719477,caldron,469,0.0033982468,vestment,887,0.0027087086,Great Pyrenees,257,0.002644283,bathtub,435,0.0024173239,bell cote,442,0.0023251323
1363,1363,Image of Church,Church,7644,vault,884,0.32077134,church,497,0.151864,altar,406,0.12105322,organ,687,0.009210323,monastery,663,0.0062859757,Great Pyrenees,257,0.00392922,bannister,421,0.0034036397,vestment,887,0.0024503458,throne,857,0.002172105,bell cote,442,0.0021277263
1364,1364,Image of Church,Church,6003,church,497,0.23457257,altar,406,0.1843607,vault,884,0.103264265,monastery,663,0.010095933,organ,687,0.0075303125,maze,646,0.0049965344,Great Pyrenees,257,0.002929907,vestment,887,0.00282521,bell cote,442,0.0021484294,restaurant,762,0.0017964594
1365,1365,Image of Church,Church,7554,church,497,0.38725865,vault,884,0.1550497,altar,406,0.14738798,organ,687,0.010080014,monastery,663,0.009026469,marimba,642,0.005047213,bell cote,442,0.0028170024,library,624,0.0023352501,bannister,421,0.0019072229,restaurant,762,0.0018847199
1366,1366,Image of Church,Church,2455,church,497,0.24288139,altar,406,0.12809066,vault,884,0.101219736,organ,687,0.04102313,monastery,663,0.0058889585,mosque,668,0.0032207775,washer,897,0.0029081295,vestment,887,0.0026879697,grand piano,579,0.0024001373,Great Pyrenees,257,0.002081379
1367,1367,Image of Church,Church,1334,vault,884,0.22992647,church,497,0.18969142,altar,406,0.117365256,monastery,663,0.011529724,organ,687,0.0077864467,Great Pyrenees,257,0.0030796682,vestment,887,0.0030331386,library,624,0.002088919,bell cote,442,0.0018903858,bookshop,454,0.0018098444
1368,1368,Image of Church,Church,7580,church,497,0.37079656,monastery,663,0.049069915,bell cote,442,0.017955046,vault,884,0.009044496,dome,538,0.0036615839,analog clock,409,0.0027344082,altar,406,0.002620982,mosque,668,0.0025027934,airship,405,0.0020928108,washer,897,0.0020349496
1369,1369,Image of Church,Church,3476,church,497,0.5044199,monastery,663,0.0409262,vault,884,0.03478329,bell cote,442,0.024338441,castle,483,0.0037796982,altar,406,0.0032231745,library,624,0.0030867108,triumphal arch,873,0.0030260908,palace,698,0.0030096169,cinema,498,0.0029641907
