,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
928,928,Image of Chain Saw,Chain Saw,6979,barn,425,0.13521983,mobile home,660,0.109060116,boathouse,449,0.052099116,lumbermill,634,0.041602526,freight car,565,0.020909775,solar dish,807,0.008933369,worm fence,912,0.008209182,picket fence,716,0.008063331,sliding door,799,0.00795693,yurt,915,0.0069555603
929,929,Image of Chain Saw,Chain Saw,8999,chain,488,0.2946279,necklace,679,0.05339679,buckle,464,0.031412892,padlock,695,0.014766105,chain mail,490,0.014040702,tray,868,0.007890281,coil,506,0.0058941725,maze,646,0.004197364,bolo tie,451,0.0039243936,thimble,855,0.0038994018
930,930,Image of Chain Saw,Chain Saw,7833,chain,488,0.30036458,necklace,679,0.14373246,hair slide,584,0.027496932,chain mail,490,0.009387067,sundial,835,0.0051295278,buckle,464,0.0045029367,sombrero,808,0.0044073495,coil,506,0.0041912207,safety pin,772,0.0034393105,pick,714,0.0025309676
931,931,Image of Chain Saw,Chain Saw,7885,triceratops,51,0.109067634,lumbermill,634,0.017901935,chain saw,491,0.013300654,ox,345,0.012825835,thatch,853,0.01185293,worm fence,912,0.01031944,maze,646,0.007777522,echidna,102,0.0074030254,water buffalo,346,0.0068662977,stone wall,825,0.0061148754
932,932,Image of Chain Saw,Chain Saw,1820,book jacket,921,0.6281441,comic book,917,0.063149594,green mamba,64,0.007979389,frilled lizard,43,0.0057256827,wallet,893,0.004834557,green snake,55,0.004490089,African chameleon,47,0.0043393224,green lizard,46,0.0042572287,vine snake,59,0.0036323396,walking stick,313,0.0033033744
933,933,Image of Chain Saw,Chain Saw,8219,tile roof,858,0.4776498,cinema,498,0.010891902,theater curtain,854,0.008422163,folding chair,559,0.0074501187,ice lolly,929,0.0068355147,manhole cover,640,0.0056648464,stone wall,825,0.004816621,dough,961,0.0046771863,jigsaw puzzle,611,0.0046348833,crate,519,0.0044682426
934,934,Image of Chain Saw,Chain Saw,6182,rule,769,0.24194933,pencil box,709,0.06999073,scabbard,777,0.031920888,wallet,893,0.028366705,purse,748,0.027436407,holster,597,0.013659175,hook,600,0.010655986,ocarina,684,0.009922879,buckle,464,0.009338721,hotdog,934,0.008281112
935,935,Image of Chain Saw,Chain Saw,6306,chain,488,0.115388356,necklace,679,0.11294291,whistle,902,0.030617546,hair slide,584,0.02722032,safety pin,772,0.018375674,pick,714,0.015594239,knot,616,0.011344644,buckle,464,0.01115514,bolo tie,451,0.011135109,ocarina,684,0.010797174
936,936,Image of Chain Saw,Chain Saw,6268,hatchet,596,0.05389098,shovel,792,0.04715586,chain saw,491,0.036551226,pole,733,0.03385165,hammer,587,0.027812129,barracouta,389,0.016323792,balance beam,416,0.014498572,gar,395,0.014187215,bow,456,0.014170747,ski,795,0.012320384
937,937,Image of Chain Saw,Chain Saw,6310,bottlecap,455,0.077868745,chain,488,0.07771666,corkscrew,512,0.05683115,necklace,679,0.03782388,can opener,473,0.018434629,coil,506,0.011146844,loupe,633,0.009695537,disk brake,535,0.007759753,drum,541,0.0050604013,buckle,464,0.0040544244
938,938,Image of Chain Saw,Chain Saw,7707,chain,488,0.75685304,necklace,679,0.010814962,swing,843,0.0059414804,hook,600,0.004653223,bolo tie,451,0.0040092524,chain mail,490,0.0034208517,safety pin,772,0.0030890706,punching bag,747,0.002193322,drum,541,0.0021187968,pick,714,0.0020448677
939,939,Image of Chain Saw,Chain Saw,7834,chain,488,0.35258892,hook,600,0.19811833,corkscrew,512,0.026351448,bannister,421,0.017914614,padlock,695,0.008727003,parallel bars,702,0.007599261,necklace,679,0.0063831783,crutch,523,0.0047381157,reel,758,0.004085335,flatworm,110,0.004040663
940,940,Image of Chain Saw,Chain Saw,5704,stone wall,825,0.08855362,mountain bike,671,0.07855291,head cabbage,936,0.04166725,maze,646,0.023795638,lakeside,975,0.022693258,hen-of-the-woods,996,0.017397324,mailbox,637,0.012082904,Labrador retriever,208,0.011949422,tractor,866,0.011911278,schipperke,223,0.011148404
941,941,Image of Chain Saw,Chain Saw,6970,chain,488,0.13503432,necklace,679,0.044387262,padlock,695,0.028608756,hook,600,0.008298935,chain mail,490,0.0048024226,knot,616,0.004496457,combination lock,507,0.0038440828,safety pin,772,0.0028544897,tricycle,870,0.0027275954,whistle,902,0.0021723246
942,942,Image of Chain Saw,Chain Saw,4182,mountain bike,671,0.09233656,lumbermill,634,0.0914738,harvester,595,0.043948814,unicycle,880,0.037988566,lawn mower,621,0.025053026,jeep,609,0.012934489,chain saw,491,0.01288563,go-kart,573,0.01106412,mountain tent,672,0.009476077,tile roof,858,0.00905774
943,943,Image of Chain Saw,Chain Saw,7156,chain,488,0.44690546,hook,600,0.08249538,padlock,695,0.050026633,swing,843,0.035279423,doormat,539,0.011942699,knot,616,0.009290496,combination lock,507,0.0075280243,chainlink fence,489,0.0032769502,vacuum,882,0.0028755683,mousetrap,674,0.0028006637
944,944,Image of Chain Saw,Chain Saw,9430,lumbermill,634,0.06750193,apiary,410,0.051309686,cassette,481,0.0510715,chain saw,491,0.029889392,garbage truck,569,0.019835865,syringe,845,0.017054271,crate,519,0.013997007,honeycomb,599,0.012709917,tank,847,0.01011655,cassette player,482,0.009959523
945,945,Image of Chain Saw,Chain Saw,7516,chain,488,0.5237357,chain saw,491,0.037161097,necklace,679,0.008931418,ladle,618,0.008585304,ski,795,0.0067892238,hook,600,0.006340355,mountain bike,671,0.0048451587,sundial,835,0.004487064,bow,456,0.003987788,quill,749,0.0033376305
946,946,Image of Chain Saw,Chain Saw,4868,chain,488,0.34030178,hook,600,0.027582923,padlock,695,0.018880304,night snake,60,0.008433726,boa constrictor,61,0.0068353866,buckle,464,0.0068096747,nematode,111,0.005645079,chain mail,490,0.0049272254,safety pin,772,0.004475867,necklace,679,0.004461194
947,947,Image of Chain Saw,Chain Saw,1250,chain saw,491,0.12991011,hatchet,596,0.054242697,broom,462,0.02930965,megalith,649,0.021297209,park bench,703,0.017973015,birdhouse,448,0.009697817,swing,843,0.007114418,hen-of-the-woods,996,0.0058346204,cliff,972,0.0053980253,agama,42,0.00523296
948,948,Image of Chain Saw,Chain Saw,8626,book jacket,921,0.7352121,wardrobe,894,0.01750198,window screen,904,0.011908487,comic book,917,0.010383409,revolver,763,0.010290597,bassoon,432,0.0070849233,binder,446,0.0061039906,wall clock,892,0.005649573,sliding door,799,0.004949169,oboe,683,0.0048616147
949,949,Image of Chain Saw,Chain Saw,8097,chain,488,0.20931299,wallet,893,0.022821428,chain mail,490,0.012042838,purse,748,0.010074619,chain saw,491,0.008898893,lawn mower,621,0.008547968,hair slide,584,0.008150601,necklace,679,0.007827157,holster,597,0.006097478,cannon,471,0.005795612
950,950,Image of Chain Saw,Chain Saw,5628,eft,27,0.12903938,stinkhorn,994,0.09802947,hook,600,0.06676231,common newt,26,0.030780343,coral fungus,991,0.016673494,nail,677,0.0122711975,nematode,111,0.005673379,chain,488,0.0051656216,hen-of-the-woods,996,0.0044213436,volcano,980,0.0039787763
951,951,Image of Chain Saw,Chain Saw,6684,harvester,595,0.17738257,crane,517,0.08615164,tractor,866,0.04177141,chain saw,491,0.02535288,plow,730,0.016403524,lawn mower,621,0.014640526,lumbermill,634,0.0131954495,thresher,856,0.008386749,mountain bike,671,0.0056685307,snowplow,803,0.004481285
952,952,Image of Chain Saw,Chain Saw,3092,hammer,587,0.3442275,hatchet,596,0.037119832,carpenter's kit,477,0.022737898,power drill,740,0.013910718,screwdriver,784,0.01298603,corkscrew,512,0.011221826,shovel,792,0.010742628,ant,310,0.009698395,padlock,695,0.0085596265,hook,600,0.007221102
953,953,Image of Chain Saw,Chain Saw,1534,chain,488,0.11782656,bow tie,457,0.109788,necklace,679,0.02208796,hair slide,584,0.012985801,scorpion,71,0.008560059,hook,600,0.0077002784,padlock,695,0.0043723052,buckle,464,0.003789298,knot,616,0.0035886439,whistle,902,0.0027170787
954,954,Image of Chain Saw,Chain Saw,6711,doormat,539,0.06290561,fire screen,556,0.03560167,chest,492,0.03211534,manhole cover,640,0.015776081,brass,458,0.013775909,crate,519,0.012366655,shield,787,0.010827503,mousetrap,674,0.008787956,carpenter's kit,477,0.0085606575,radiator,753,0.007843103
955,955,Image of Chain Saw,Chain Saw,9289,buckle,464,0.10757255,shield,787,0.0830083,stone wall,825,0.043378703,necklace,679,0.03446025,pretzel,932,0.032847986,chain,488,0.025463203,coil,506,0.020255815,brass,458,0.014419495,sundial,835,0.01405709,birdhouse,448,0.011871924
956,956,Image of Chain Saw,Chain Saw,8562,snowplow,803,0.164303,harvester,595,0.08393257,snowmobile,802,0.04452064,tractor,866,0.027937235,tow truck,864,0.023535818,forklift,561,0.017127987,lumbermill,634,0.016836952,crane,517,0.01449155,lawn mower,621,0.012514966,go-kart,573,0.007970554
957,957,Image of Chain Saw,Chain Saw,4945,chest,492,0.194515,crate,519,0.066565596,padlock,695,0.058239304,chain,488,0.026850136,carton,478,0.02342412,hook,600,0.017859494,buckle,464,0.017184487,combination lock,507,0.012008186,mousetrap,674,0.007177512,safety pin,772,0.0067368154
958,958,Image of Chain Saw,Chain Saw,2501,hook,600,0.23092133,chain,488,0.09593278,barrel,427,0.025794426,can opener,473,0.02372707,padlock,695,0.0221623,corkscrew,512,0.020265527,letter opener,623,0.009329491,safety pin,772,0.007336961,rain barrel,756,0.006659127,combination lock,507,0.0047337534
959,959,Image of Chain Saw,Chain Saw,9670,bison,347,0.016049242,book jacket,921,0.013755709,ox,345,0.010932709,mountain bike,671,0.010100848,Indian elephant,385,0.009510131,llama,355,0.009086884,ibex,350,0.008590678,lion,291,0.00798053,prayer rug,741,0.007401617,Arabian camel,354,0.007320518
960,960,Image of Chain Saw,Chain Saw,8171,scabbard,777,0.23366697,letter opener,623,0.1922951,cleaver,499,0.035820328,can opener,473,0.02303003,spatula,813,0.009518456,screwdriver,784,0.007808433,corkscrew,512,0.007623358,ballpoint,418,0.00574336,hammer,587,0.0050643217,quill,749,0.0031050576
961,961,Image of Chain Saw,Chain Saw,2911,jigsaw puzzle,611,0.20915075,book jacket,921,0.120996214,crate,519,0.050526254,envelope,549,0.017225595,Egyptian cat,285,0.013117541,comic book,917,0.008532369,chest,492,0.0072060227,tabby,281,0.006566882,barrel,427,0.0059622866,bookshop,454,0.0054473444
962,962,Image of Chain Saw,Chain Saw,4956,hammer,587,0.2887829,scabbard,777,0.07225286,cleaver,499,0.048414964,carpenter's kit,477,0.026032273,letter opener,623,0.01892871,hatchet,596,0.01597028,corkscrew,512,0.01137266,rule,769,0.010302884,shovel,792,0.009754608,can opener,473,0.0063959104
963,963,Image of Chain Saw,Chain Saw,2534,chain,488,0.13240533,necklace,679,0.095546044,bolo tie,451,0.07951054,hair slide,584,0.049479723,buckle,464,0.04006012,hook,600,0.026415154,padlock,695,0.020721946,sombrero,808,0.0147688035,cowboy hat,515,0.011680626,scabbard,777,0.01156929
964,964,Image of Chain Saw,Chain Saw,4230,power drill,740,0.26001006,assault rifle,413,0.052069247,rifle,764,0.04945149,holster,597,0.010317917,revolver,763,0.009054221,swab,840,0.008682904,chain saw,491,0.0065114284,bow,456,0.0060143727,plow,730,0.004266342,carpenter's kit,477,0.004063093
965,965,Image of Chain Saw,Chain Saw,9887,cleaver,499,0.14334285,corkscrew,512,0.06166531,scabbard,777,0.031132028,carpenter's kit,477,0.025179625,can opener,473,0.016960043,chain,488,0.013106062,spatula,813,0.01227433,hatchet,596,0.010181668,letter opener,623,0.009702352,screwdriver,784,0.009541282
966,966,Image of Chain Saw,Chain Saw,2228,bow,456,0.05598131,hatchet,596,0.034960084,thunder snake,52,0.034052428,rifle,764,0.03093143,chain saw,491,0.026022954,mountain bike,671,0.019884191,tusker,101,0.01789166,gar,395,0.0158857,pole,733,0.013956428,worm fence,912,0.011630714
967,967,Image of Chain Saw,Chain Saw,6910,lawn mower,621,0.1742007,harvester,595,0.08297208,tractor,866,0.035288308,chain saw,491,0.021475602,go-kart,573,0.019443503,forklift,561,0.011302031,lumbermill,634,0.010082879,plow,730,0.005997543,tricycle,870,0.0044645267,thresher,856,0.0041901185
968,968,Image of Chain Saw,Chain Saw,4871,chain,488,0.42310587,padlock,695,0.100644164,hook,600,0.040282473,necklace,679,0.012730127,can opener,473,0.012216775,combination lock,507,0.008693054,bow,456,0.007905879,muzzle,676,0.007186902,corkscrew,512,0.007153427,cleaver,499,0.007028329
969,969,Image of Chain Saw,Chain Saw,5902,chain,488,0.23390348,padlock,695,0.13765092,buckle,464,0.05344883,hook,600,0.03921211,combination lock,507,0.012065779,knot,616,0.010844349,necklace,679,0.0048469356,prison,743,0.003822842,chain mail,490,0.002801416,chainlink fence,489,0.0027030795
970,970,Image of Chain Saw,Chain Saw,7016,chain saw,491,0.07508494,gong,577,0.07486846,drum,541,0.024565995,hatchet,596,0.018976247,chime,494,0.017547363,bow,456,0.008611099,lawn mower,621,0.007498521,macaw,88,0.0069904407,birdhouse,448,0.006378833,canoe,472,0.0059608044
971,971,Image of Chain Saw,Chain Saw,9737,chain,488,0.10064052,knot,616,0.018450296,cliff,972,0.015739853,chest,492,0.015331157,boa constrictor,61,0.010721314,night snake,60,0.010275425,hognose snake,54,0.009662264,hatchet,596,0.009423824,buckle,464,0.009205407,drum,541,0.007638262
972,972,Image of Chain Saw,Chain Saw,8402,wall clock,892,0.09676922,street sign,919,0.04688848,tobacco shop,860,0.038905203,tray,868,0.035785105,chest,492,0.028112559,mailbox,637,0.025865655,barbershop,424,0.022668384,analog clock,409,0.02186153,shield,787,0.020228416,crate,519,0.017745107
973,973,Image of Chain Saw,Chain Saw,7717,chain,488,0.44446367,schooner,780,0.06659885,submarine,833,0.066025175,knot,616,0.024831375,pirate,724,0.010249308,dock,536,0.009284392,barrel,427,0.008163817,chest,492,0.0072850646,Indian elephant,385,0.0071377233,padlock,695,0.004522558
974,974,Image of Chain Saw,Chain Saw,5900,chain,488,0.6191566,necklace,679,0.030700544,padlock,695,0.014249415,chain mail,490,0.012498343,corkscrew,512,0.007165375,holster,597,0.00610635,whistle,902,0.0051718634,hognose snake,54,0.0044819056,scabbard,777,0.0029548663,can opener,473,0.0027165485
975,975,Image of Chain Saw,Chain Saw,5666,chain,488,0.08625151,revolver,763,0.07859839,holster,597,0.025634918,padlock,695,0.0242959,hook,600,0.019561848,rifle,764,0.01809487,carpenter's kit,477,0.013464026,disk brake,535,0.011651254,assault rifle,413,0.010962019,can opener,473,0.009834457
976,976,Image of Chain Saw,Chain Saw,1802,corkscrew,512,0.04822747,chain,488,0.037881766,revolver,763,0.025777709,assault rifle,413,0.018277448,scabbard,777,0.018185632,can opener,473,0.017743012,envelope,549,0.01418891,safety pin,772,0.014098958,letter opener,623,0.01396714,necklace,679,0.012799186
977,977,Image of Chain Saw,Chain Saw,3309,chain,488,0.23902917,tray,868,0.059771366,prayer rug,741,0.049793635,padlock,695,0.024611572,fire screen,556,0.016612805,necklace,679,0.01562266,wallet,893,0.014609845,chest,492,0.013655507,brass,458,0.013083682,lighter,626,0.009724666
978,978,Image of Chain Saw,Chain Saw,5277,lawn mower,621,0.09764845,harvester,595,0.07722393,forklift,561,0.027525542,chain saw,491,0.02603627,lumbermill,634,0.02252673,tractor,866,0.021292537,crane,517,0.008898393,cannon,471,0.0071174656,plow,730,0.006474153,thresher,856,0.006078327
979,979,Image of Chain Saw,Chain Saw,3844,chain saw,491,0.3077191,hammer,587,0.021561027,power drill,740,0.017707527,scabbard,777,0.016667485,screwdriver,784,0.010114601,letter opener,623,0.00814601,cleaver,499,0.007923549,vacuum,882,0.00784404,slug,114,0.005328955,hatchet,596,0.0052708657
980,980,Image of Chain Saw,Chain Saw,4412,padlock,695,0.07149755,chain,488,0.037298538,chain saw,491,0.017680008,necklace,679,0.015925838,chainlink fence,489,0.015365756,safety pin,772,0.013057146,pencil sharpener,710,0.008898156,buckle,464,0.00787627,horned viper,66,0.007639936,knot,616,0.006838558
981,981,Image of Chain Saw,Chain Saw,6814,chain,488,0.46837065,necklace,679,0.08941218,prayer rug,741,0.011224345,chain mail,490,0.010092831,knot,616,0.005262305,whistle,902,0.005194997,pillow,721,0.003997412,safety pin,772,0.0037554398,night snake,60,0.0030067852,maze,646,0.0028711993
982,982,Image of Chain Saw,Chain Saw,5698,thunder snake,52,0.12334469,worm fence,912,0.07242376,vine snake,59,0.04677747,hognose snake,54,0.036685012,canoe,472,0.022705354,Indian cobra,63,0.020054676,night snake,60,0.020035928,water snake,58,0.017596684,sidewinder,68,0.015023621,harvester,595,0.013046619
983,983,Image of Chain Saw,Chain Saw,2616,lawn mower,621,0.26553813,harvester,595,0.04393086,tractor,866,0.031169666,chain saw,491,0.019862756,forklift,561,0.007916737,mountain bike,671,0.007702301,snowmobile,802,0.0071393,motor scooter,670,0.00499997,moped,665,0.0044340105,go-kart,573,0.0043486757
984,984,Image of Chain Saw,Chain Saw,3277,chain,488,0.5226095,necklace,679,0.020268407,swing,843,0.011662357,chain mail,490,0.005354994,hair slide,584,0.0037058594,ladle,618,0.0032928546,strainer,828,0.0025598514,safety pin,772,0.002552223,whistle,902,0.002551932,manhole cover,640,0.0024270103
985,985,Image of Chain Saw,Chain Saw,3314,chain saw,491,0.22013904,worm fence,912,0.038179204,hatchet,596,0.028644335,cowboy boot,514,0.019742737,crutch,523,0.017542182,bow,456,0.014652018,rifle,764,0.0146165695,motor scooter,670,0.01228591,sorrel,339,0.011603505,barrow,428,0.011044764
986,986,Image of Chain Saw,Chain Saw,4141,mailbox,637,0.1832423,padlock,695,0.057627015,manhole cover,640,0.03697461,ashcan,412,0.029673042,book jacket,921,0.026539236,comic book,917,0.01600265,nail,677,0.014084256,street sign,919,0.013064498,screw,783,0.009635831,chain,488,0.008868387
987,987,Image of Chain Saw,Chain Saw,1703,barn,425,0.05018309,scabbard,777,0.018181898,hatchet,596,0.015784303,tobacco shop,860,0.01478045,envelope,549,0.013855299,binder,446,0.012915661,guillotine,583,0.01240473,hook,600,0.011397914,letter opener,623,0.0109925205,book jacket,921,0.010747019
988,988,Image of Chain Saw,Chain Saw,3020,jigsaw puzzle,611,0.02882995,chain,488,0.02476121,doormat,539,0.023732195,buckle,464,0.016406767,padlock,695,0.013168789,rock python,62,0.012224705,wallet,893,0.01169883,night snake,60,0.011056959,maze,646,0.008444548,packet,692,0.008085269
989,989,Image of Chain Saw,Chain Saw,5795,shield,787,0.34626645,brass,458,0.0700027,tray,868,0.014496995,manhole cover,640,0.012340289,sundial,835,0.011974998,Dutch oven,544,0.011897959,puck,746,0.009424715,frying pan,567,0.008290017,buckle,464,0.0072378293,book jacket,921,0.0069127223
990,990,Image of Chain Saw,Chain Saw,2585,brain coral,109,0.22515352,stole,824,0.011690157,head cabbage,936,0.01045012,velvet,885,0.009857926,buckle,464,0.005502317,maze,646,0.0052926247,manhole cover,640,0.0047382982,miniskirt,655,0.004733093,shield,787,0.004040948,purse,748,0.0038501013
991,991,Image of Chain Saw,Chain Saw,1478,revolver,763,0.1281704,corkscrew,512,0.025235962,chain saw,491,0.014377481,hatchet,596,0.010110985,rifle,764,0.0077525103,scabbard,777,0.007606964,holster,597,0.0075482,can opener,473,0.0066406745,cleaver,499,0.006298673,hammer,587,0.0053086528
992,992,Image of Chain Saw,Chain Saw,2158,chain,488,0.33034557,necklace,679,0.112822264,tray,868,0.035278182,pick,714,0.012385907,bottlecap,455,0.010087845,buckle,464,0.008756902,padlock,695,0.0059926994,clog,502,0.0054363585,disk brake,535,0.0042943205,chain mail,490,0.00421733
993,993,Image of Chain Saw,Chain Saw,1689,harvester,595,0.5512699,tractor,866,0.08601452,thresher,856,0.021935185,snowplow,803,0.017373843,plow,730,0.014037443,forklift,561,0.006028013,passenger car,705,0.002793745,crane,517,0.002676642,jeep,609,0.001880204,steam locomotive,820,0.0018576593
994,994,Image of Chain Saw,Chain Saw,1207,manhole cover,640,0.31963474,coil,506,0.022643395,maze,646,0.014112024,lumbermill,634,0.007918246,shield,787,0.006178766,nail,677,0.0054356456,wooden spoon,910,0.004543957,spotlight,818,0.0041552125,wall clock,892,0.0031227956,sandbar,977,0.0029125758
995,995,Image of Chain Saw,Chain Saw,5717,chain,488,0.13387,abacus,398,0.050336897,coil,506,0.041747272,necklace,679,0.036399756,matchstick,644,0.032914776,stone wall,825,0.018198997,megalith,649,0.016277626,knot,616,0.016145064,hook,600,0.00877788,hourglass,604,0.0067503657
996,996,Image of Chain Saw,Chain Saw,2393,chain,488,0.61139774,necklace,679,0.1288983,padlock,695,0.004353295,whistle,902,0.0038847423,pick,714,0.0034620154,ladle,618,0.0028935217,chain mail,490,0.0021738748,hook,600,0.0020107357,drum,541,0.0016209157,knot,616,0.0015718518
997,997,Image of Chain Saw,Chain Saw,6927,doormat,539,0.14421996,brass,458,0.022609351,puck,746,0.01445188,bottlecap,455,0.01426014,book jacket,921,0.010063654,jersey,610,0.008999785,bearskin,439,0.008423331,frying pan,567,0.007952933,packet,692,0.0072956723,pickelhaube,715,0.007270806
998,998,Image of Chain Saw,Chain Saw,5405,chain,488,0.077689216,necklace,679,0.025928728,velvet,885,0.017659329,water bottle,898,0.009153718,Doberman,236,0.008973882,cowboy boot,514,0.00870142,Staffordshire bullterrier,179,0.0069503514,padlock,695,0.006767192,lipstick,629,0.006313217,muzzle,676,0.005681309
999,999,Image of Chain Saw,Chain Saw,8457,park bench,703,0.35575154,lakeside,975,0.037657052,stone wall,825,0.03337691,worm fence,912,0.0206149,barn,425,0.015514951,valley,979,0.013295543,viaduct,888,0.012360064,rapeseed,984,0.011372413,maze,646,0.010954478,mobile home,660,0.007926865
1000,1000,Image of Church,Church,7907,church,497,0.3648703,bell cote,442,0.14565605,monastery,663,0.009577437,vault,884,0.0028264544,analog clock,409,0.0023699976,tile roof,858,0.0021931054,chime,494,0.0015670847,fountain pen,563,0.0013273996,library,624,0.0012191607,dome,538,0.0011838234
1001,1001,Image of Church,Church,2423,monastery,663,0.32807595,church,497,0.12030651,palace,698,0.019607102,mosque,668,0.010589034,bell cote,442,0.01043196,dome,538,0.009888721,vault,884,0.008052989,altar,406,0.0034524482,boathouse,449,0.003101028,triumphal arch,873,0.002954903
1002,1002,Image of Church,Church,4765,church,497,0.46173462,monastery,663,0.038946323,bell cote,442,0.024345063,vault,884,0.0069418894,altar,406,0.0054891882,palace,698,0.0036038905,library,624,0.0035023517,dome,538,0.0023223243,triumphal arch,873,0.0022228076,tile roof,858,0.0021334332
1003,1003,Image of Church,Church,6563,church,497,0.4175052,monastery,663,0.05078688,bell cote,442,0.02744671,dome,538,0.009711673,tile roof,858,0.0096628545,vault,884,0.002217016,fountain,562,0.0020185467,chime,494,0.001956061,altar,406,0.0018429651,coffeepot,505,0.0018283861
1004,1004,Image of Church,Church,4557,church,497,0.16437362,beacon,437,0.08569904,barn,425,0.041076947,picket fence,716,0.02433369,tile roof,858,0.018806478,monastery,663,0.0143335685,bell cote,442,0.012220255,boathouse,449,0.011070917,thatch,853,0.007203346,solar dish,807,0.0059789317
1005,1005,Image of Church,Church,2706,church,497,0.40295634,beacon,437,0.021467665,bell cote,442,0.011609749,monastery,663,0.010758188,picket fence,716,0.0060242177,tile roof,858,0.005325475,flagpole,557,0.0048900936,library,624,0.00422632,dome,538,0.00338098,barn,425,0.00315711
1006,1006,Image of Church,Church,2109,church,497,0.13087639,vault,884,0.08688486,monastery,663,0.06438623,dome,538,0.046567764,palace,698,0.040541973,mosque,668,0.023822088,bell cote,442,0.020264357,castle,483,0.011882001,planetarium,727,0.011004203,altar,406,0.010047288
1007,1007,Image of Church,Church,9103,church,497,0.12782793,carpenter's kit,477,0.11900757,brass,458,0.046062537,altar,406,0.043229796,shield,787,0.022568561,vault,884,0.019153059,doormat,539,0.016295599,monastery,663,0.01580742,tray,868,0.013287926,lighter,626,0.012745891
1008,1008,Image of Church,Church,7035,church,497,0.259585,monastery,663,0.18256763,bell cote,442,0.007459117,palace,698,0.0030327132,dome,538,0.0023703072,vault,884,0.0022595876,castle,483,0.0019526739,altar,406,0.0019421076,fountain,562,0.0018054503,trailer truck,867,0.0017541532
1009,1009,Image of Church,Church,9704,church,497,0.39614588,altar,406,0.14301969,vault,884,0.05299431,restaurant,762,0.017259736,vestment,887,0.007258252,monastery,663,0.0059235566,bell cote,442,0.0043027806,library,624,0.004111694,organ,687,0.003753951,Great Pyrenees,257,0.0028045415
1010,1010,Image of Church,Church,7292,church,497,0.5445661,bell cote,442,0.028389812,tile roof,858,0.0069009187,monastery,663,0.0059785442,castle,483,0.0027981843,barn,425,0.0023297044,vault,884,0.002310866,boathouse,449,0.0017545762,viaduct,888,0.001270114,library,624,0.0011832196
1011,1011,Image of Church,Church,1961,church,497,0.48263258,bell cote,442,0.026766356,vault,884,0.017293617,monastery,663,0.01388924,altar,406,0.005674266,dome,538,0.003503513,castle,483,0.0026792956,cinema,498,0.002105313,tile roof,858,0.0020108616,library,624,0.0018912612
1012,1012,Image of Church,Church,8053,church,497,0.4198603,bell cote,442,0.0776325,monastery,663,0.022014264,tile roof,858,0.0044788234,vault,884,0.0026777834,dome,538,0.0017660568,barn,425,0.0015221209,castle,483,0.0014135407,chime,494,0.0013566633,analog clock,409,0.0011836352
1013,1013,Image of Church,Church,2585,church,497,0.30199194,altar,406,0.2577819,vault,884,0.14628752,organ,687,0.015562998,monastery,663,0.0069024847,bookshop,454,0.0014442295,library,624,0.0012814752,dome,538,0.00096131535,Great Pyrenees,257,0.0007906682,vestment,887,0.0007718657
1014,1014,Image of Church,Church,3303,boathouse,449,0.083225496,barn,425,0.05121534,jigsaw puzzle,611,0.050441377,church,497,0.02086038,web site,916,0.020344563,beacon,437,0.011538097,airship,405,0.009244242,liner,628,0.0083866855,lakeside,975,0.008325792,castle,483,0.008081398
1015,1015,Image of Church,Church,1577,church,497,0.25456,altar,406,0.20148708,vault,884,0.14078438,organ,687,0.010693845,monastery,663,0.009804321,marimba,642,0.0057325126,Great Pyrenees,257,0.0032453195,bell cote,442,0.0023516528,vestment,887,0.0023054937,bannister,421,0.0021024095
1016,1016,Image of Church,Church,4847,church,497,0.37858054,bell cote,442,0.08863627,monastery,663,0.056072418,vault,884,0.010391268,altar,406,0.004913912,cinema,498,0.0040318524,tile roof,858,0.0031654567,library,624,0.0031217232,palace,698,0.0026550477,bannister,421,0.0026522614
1017,1017,Image of Church,Church,6768,church,497,0.63693595,altar,406,0.091981255,vault,884,0.02323227,Great Pyrenees,257,0.00328484,organ,687,0.0030887437,marimba,642,0.0027453692,vestment,887,0.0023908855,monastery,663,0.002264717,library,624,0.0011569055,throne,857,0.00090561516
1018,1018,Image of Church,Church,4936,church,497,0.4888506,monastery,663,0.03562202,bell cote,442,0.015769009,beacon,437,0.0047095856,picket fence,716,0.0034764411,barn,425,0.0034506673,dome,538,0.0029755025,park bench,703,0.002360442,castle,483,0.0022688052,vault,884,0.0021553233
1019,1019,Image of Church,Church,6247,monastery,663,0.21912496,church,497,0.11358744,vault,884,0.08030162,bell cote,442,0.05001457,castle,483,0.015104963,viaduct,888,0.010989721,mosque,668,0.008678993,dome,538,0.0068167024,palace,698,0.0060239984,prison,743,0.0057761967
1020,1020,Image of Church,Church,8412,church,497,0.30328652,monastery,663,0.13632914,altar,406,0.020622851,palace,698,0.019576207,vault,884,0.010741574,mosque,668,0.005665939,dome,538,0.0048063085,bell cote,442,0.004582334,library,624,0.0042676073,triumphal arch,873,0.0036303143
