,case_number,prompt,label_str,evaluation_seed,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5,category_top6,index_top6,scores_top6,category_top7,index_top7,scores_top7,category_top8,index_top8,scores_top8,category_top9,index_top9,scores_top9,category_top10,index_top10,scores_top10
1456,1456,Image of Church,Church,9527,altar,406,0.16527568,church,497,0.1527176,vault,884,0.096018024,monastery,663,0.01488691,organ,687,0.005819696,bell cote,442,0.005100882,Great Pyrenees,257,0.003543712,dome,538,0.0034760768,vestment,887,0.0032064237,mosque,668,0.0028003142
1457,1457,Image of Church,Church,9814,church,497,0.53291863,bell cote,442,0.0516355,monastery,663,0.01989081,dome,538,0.004478958,chime,494,0.0014393632,vault,884,0.0012336256,analog clock,409,0.0011940721,flagpole,557,0.0011434796,fountain,562,0.0010997774,mosque,668,0.00097034563
1458,1458,Image of Church,Church,2895,church,497,0.5138835,bell cote,442,0.026186869,monastery,663,0.00687979,dome,538,0.004309455,window screen,904,0.0027460936,jigsaw puzzle,611,0.0024498957,beacon,437,0.0018653506,vault,884,0.0018321191,book jacket,921,0.0014307672,barn,425,0.0012448089
1459,1459,Image of Church,Church,9098,church,497,0.32682666,bell cote,442,0.03238564,monastery,663,0.021072924,dome,538,0.0048270877,barn,425,0.004125342,beacon,437,0.0029524637,tile roof,858,0.002799258,altar,406,0.0026201871,boathouse,449,0.002409246,rapeseed,984,0.001987808
1460,1460,Image of Church,Church,4073,church,497,0.60843426,monastery,663,0.016349493,bell cote,442,0.0153562715,dome,538,0.00434756,vault,884,0.002584562,altar,406,0.0014245056,chime,494,0.0011885788,flagpole,557,0.0011345235,tile roof,858,0.0010194415,barn,425,0.00076118356
1461,1461,Image of Church,Church,6627,church,497,0.42935696,bell cote,442,0.030834598,monastery,663,0.005359175,tile roof,858,0.0021993034,dome,538,0.0019725298,chime,494,0.0019628806,picket fence,716,0.0012361058,sundial,835,0.0011792743,flagpole,557,0.0011454368,Egyptian cat,285,0.001142709
1462,1462,Image of Church,Church,7386,church,497,0.4144742,monastery,663,0.04911469,bell cote,442,0.034045417,vault,884,0.010356296,castle,483,0.010311435,beacon,437,0.009092512,tile roof,858,0.008717841,dome,538,0.0062074703,boathouse,449,0.004033729,viaduct,888,0.003962
1463,1463,Image of Church,Church,7032,church,497,0.3788427,bell cote,442,0.103716716,monastery,663,0.011463381,dome,538,0.007787872,analog clock,409,0.0024151348,flagpole,557,0.002339242,library,624,0.0022060007,tile roof,858,0.0021745232,chime,494,0.0020356432,boathouse,449,0.0020106544
1464,1464,Image of Church,Church,4630,church,497,0.41074786,altar,406,0.2377758,vault,884,0.017787766,Great Pyrenees,257,0.0047317473,vestment,887,0.003799137,monastery,663,0.0033978003,organ,687,0.0025407486,bannister,421,0.0020463432,throne,857,0.0013789723,Lhasa,204,0.0011903952
1465,1465,Image of Church,Church,3844,church,497,0.22638333,altar,406,0.02458909,vault,884,0.022985023,monastery,663,0.021376926,bell cote,442,0.015587598,dome,538,0.0037189315,mosque,668,0.0029538316,prayer rug,741,0.0027760975,organ,687,0.0025963518,vestment,887,0.0020502303
1466,1466,Image of Church,Church,2034,church,497,0.40379566,bell cote,442,0.04712631,monastery,663,0.01739431,dome,538,0.00485516,tile roof,858,0.0026715847,chime,494,0.0024021275,sundial,835,0.0012017231,wood rabbit,330,0.001131025,wing,908,0.0011275631,fountain,562,0.0010070188
1467,1467,Image of Church,Church,6095,church,497,0.46911085,bell cote,442,0.038157538,monastery,663,0.02584589,vault,884,0.002969004,library,624,0.002431955,palace,698,0.0016478256,tile roof,858,0.0016314416,dome,538,0.0016000584,basset,161,0.0013409733,sundial,835,0.0012796285
1468,1468,Image of Church,Church,2182,church,497,0.1974783,altar,406,0.11408884,vault,884,0.029715823,monastery,663,0.015974354,bell cote,442,0.012550457,cinema,498,0.0035324055,window screen,904,0.0031465644,dome,538,0.002798065,organ,687,0.0027619218,vestment,887,0.0027334045
1469,1469,Image of Church,Church,6376,church,497,0.24849813,bell cote,442,0.16375206,monastery,663,0.043194488,vault,884,0.0030652166,chime,494,0.0029179268,tile roof,858,0.0025227854,library,624,0.0024699743,patio,706,0.0019153466,window screen,904,0.0015576427,palace,698,0.0015576025
1470,1470,Image of Church,Church,1992,church,497,0.50889087,bell cote,442,0.020476295,monastery,663,0.014442265,tile roof,858,0.0050909277,dome,538,0.004506199,vault,884,0.0021493672,loudspeaker,632,0.0016995793,barn,425,0.0014297434,matchstick,644,0.0011767165,palace,698,0.0011376773
1471,1471,Image of Church,Church,2695,church,497,0.56198615,bell cote,442,0.06559277,monastery,663,0.01782358,dome,538,0.0063096015,vault,884,0.0025970303,chime,494,0.0020543858,mosque,668,0.0016003159,boathouse,449,0.0015477953,birdhouse,448,0.0013497279,library,624,0.0013292002
1472,1472,Image of Church,Church,7948,prayer rug,741,0.09231453,church,497,0.060626134,window screen,904,0.028125204,brass,458,0.019654982,sundial,835,0.018601209,manhole cover,640,0.017090278,altar,406,0.016371265,monastery,663,0.015090038,maze,646,0.014737368,packet,692,0.013145701
1473,1473,Image of Church,Church,5359,church,497,0.38414246,bell cote,442,0.03866804,monastery,663,0.021259565,dome,538,0.008524007,boathouse,449,0.0032130356,vault,884,0.0027124784,chime,494,0.002476329,flagpole,557,0.0021411437,mosque,668,0.0019032721,tile roof,858,0.0018004514
1474,1474,Image of Church,Church,7085,church,497,0.4860204,vault,884,0.040158544,bell cote,442,0.014863368,monastery,663,0.008794567,altar,406,0.0053780316,library,624,0.0035259733,dome,538,0.0019937248,organ,687,0.0019695607,vestment,887,0.0013999869,window screen,904,0.0013659049
1475,1475,Image of Church,Church,3651,church,497,0.53331685,bell cote,442,0.017935943,monastery,663,0.01720492,dome,538,0.0017632804,vault,884,0.0017099396,chime,494,0.0016791885,beacon,437,0.0016485798,orange,950,0.001328013,library,624,0.001216062,tile roof,858,0.0011818375
1476,1476,Image of Church,Church,4351,vault,884,0.44121656,church,497,0.08336252,monastery,663,0.056764983,altar,406,0.032212283,organ,687,0.0053032525,park bench,703,0.00287518,lumbermill,634,0.0020360062,caldron,469,0.001943827,French horn,566,0.0016297837,library,624,0.0016281509
1477,1477,Image of Church,Church,8593,vault,884,0.28109115,church,497,0.1680002,altar,406,0.059540372,monastery,663,0.012066021,organ,687,0.01107172,library,624,0.004658257,maze,646,0.0037465896,restaurant,762,0.0027656765,Great Pyrenees,257,0.002711748,bookshop,454,0.0021235573
1478,1478,Image of Church,Church,3420,church,497,0.17712426,bell cote,442,0.13657647,monastery,663,0.027095528,tile roof,858,0.00723179,dome,538,0.0056194738,library,624,0.0027896108,vault,884,0.00273133,Norfolk terrier,185,0.002720757,palace,698,0.0026791452,flagpole,557,0.0021160722
1479,1479,Image of Church,Church,1602,church,497,0.47870138,vault,884,0.12766752,altar,406,0.06470192,monastery,663,0.009874219,organ,687,0.0060259155,library,624,0.0024626048,marimba,642,0.002016222,Great Pyrenees,257,0.0014211336,restaurant,762,0.001110613,bookshop,454,0.001096008
1480,1480,Image of Church,Church,7991,church,497,0.38940603,bell cote,442,0.118195936,monastery,663,0.008931031,vault,884,0.0059053684,tile roof,858,0.00471701,dome,538,0.002530366,analog clock,409,0.0021095483,palace,698,0.0020063426,triumphal arch,873,0.0014670137,cinema,498,0.0013217789
1481,1481,Image of Church,Church,7438,church,497,0.2582453,monastery,663,0.043536216,bell cote,442,0.023701435,vault,884,0.022489052,dome,538,0.008684386,altar,406,0.0073318244,triumphal arch,873,0.0029480644,palace,698,0.002618915,library,624,0.0024386088,tile roof,858,0.0023644846
1482,1482,Image of Church,Church,4921,church,497,0.4320001,monastery,663,0.030491898,bell cote,442,0.02888515,vault,884,0.010373924,castle,483,0.0057586525,tile roof,858,0.0023925344,altar,406,0.001839758,palace,698,0.0015726248,analog clock,409,0.0015621047,barn,425,0.0014449946
1483,1483,Image of Church,Church,4953,church,497,0.42085332,dome,538,0.057143215,mosque,668,0.027114734,monastery,663,0.026005369,bell cote,442,0.010368641,palace,698,0.0041158497,vault,884,0.002662975,tile roof,858,0.0016286343,beacon,437,0.0015102657,altar,406,0.0014870988
1484,1484,Image of Church,Church,8917,church,497,0.31637636,monastery,663,0.095557064,bell cote,442,0.042969283,palace,698,0.0068099326,vault,884,0.004532137,dome,538,0.0037639623,tile roof,858,0.0025791528,mosque,668,0.002270034,lakeside,975,0.002150511,castle,483,0.0017177167
1485,1485,Image of Church,Church,3749,vault,884,0.3095965,altar,406,0.11312578,church,497,0.05018308,monastery,663,0.018235335,organ,687,0.007959105,library,624,0.0024507723,broom,462,0.002368692,throne,857,0.0020550038,vestment,887,0.001819885,Great Pyrenees,257,0.0017308448
1486,1486,Image of Church,Church,1765,church,497,0.5657177,monastery,663,0.01884391,bell cote,442,0.009905766,dome,538,0.0045374697,analog clock,409,0.0024133949,altar,406,0.002199374,airship,405,0.0018826968,wing,908,0.001581864,beacon,437,0.0015353019,streetcar,829,0.0014124854
1487,1487,Image of Church,Church,7325,altar,406,0.24646385,church,497,0.24006532,vault,884,0.08997814,organ,687,0.007248633,monastery,663,0.006084829,marimba,642,0.0040593278,dome,538,0.0027388514,triumphal arch,873,0.002407111,fountain,562,0.0016882435,vestment,887,0.0016332669
1488,1488,Image of Church,Church,7809,church,497,0.3855477,bell cote,442,0.067959525,monastery,663,0.042973172,vault,884,0.0029955707,tile roof,858,0.002646171,dome,538,0.002056026,altar,406,0.0015685958,black-footed ferret,359,0.0013288412,Lhasa,204,0.0012365954,French bulldog,245,0.0012064175
1489,1489,Image of Church,Church,4114,vault,884,0.30666283,church,497,0.19128354,altar,406,0.11801986,monastery,663,0.013098043,organ,687,0.011259735,bell cote,442,0.0023265663,marimba,642,0.0020482866,library,624,0.0016933122,Great Pyrenees,257,0.0014543267,triumphal arch,873,0.0014440359
1490,1490,Image of Church,Church,6753,altar,406,0.24870445,church,497,0.20921475,vault,884,0.049663935,organ,687,0.020777151,monastery,663,0.009284985,palace,698,0.0026661917,library,624,0.0017000036,dome,538,0.0016668532,triumphal arch,873,0.001592958,vestment,887,0.00155405
1491,1491,Image of Church,Church,8194,church,497,0.48662612,altar,406,0.27412376,vault,884,0.02556445,organ,687,0.0035175483,Great Pyrenees,257,0.0029910111,vestment,887,0.0024645021,monastery,663,0.0020474433,restaurant,762,0.0009145025,bookshop,454,0.0008445313,Lhasa,204,0.0008339558
1492,1492,Image of Church,Church,8571,altar,406,0.29243076,vault,884,0.20004913,church,497,0.17373486,organ,687,0.007828715,monastery,663,0.005837072,bell cote,442,0.005228654,Great Pyrenees,257,0.0019414878,library,624,0.0015910119,bookshop,454,0.0014377297,vestment,887,0.0011739843
1493,1493,Image of Church,Church,8535,church,497,0.3532836,boathouse,449,0.053154107,bell cote,442,0.022611838,vault,884,0.009915127,barn,425,0.007722281,tile roof,858,0.0075731827,dome,538,0.00662478,monastery,663,0.0065589515,radiator,753,0.0051771584,picket fence,716,0.0030576114
1494,1494,Image of Church,Church,9278,church,497,0.32916793,altar,406,0.1798,vault,884,0.14209087,organ,687,0.007790661,monastery,663,0.0052874237,Great Pyrenees,257,0.0035648202,maze,646,0.0034477625,library,624,0.0033520465,vestment,887,0.0032753365,bell cote,442,0.0022350983
1495,1495,Image of Church,Church,9401,church,497,0.6012435,bell cote,442,0.031735424,monastery,663,0.016881421,vault,884,0.016453413,tile roof,858,0.009677327,castle,483,0.0062965476,barn,425,0.005144741,prison,743,0.0016682256,library,624,0.0014294081,boathouse,449,0.0012696463
1496,1496,Image of Church,Church,5581,church,497,0.72517145,bell cote,442,0.013708195,monastery,663,0.0126584545,barn,425,0.00402559,tile roof,858,0.0040056612,viaduct,888,0.0029737656,vault,884,0.002868006,castle,483,0.002341515,palace,698,0.0020064209,library,624,0.0013508352
1497,1497,Image of Church,Church,4906,church,497,0.4465853,bell cote,442,0.04677775,vault,884,0.030439066,monastery,663,0.014456121,tile roof,858,0.005851213,castle,483,0.0039502564,library,624,0.0036339134,dome,538,0.0031910986,palace,698,0.0019276647,altar,406,0.0018215996
1498,1498,Image of Church,Church,9540,church,497,0.4980049,altar,406,0.098385826,vault,884,0.04413274,organ,687,0.011535963,monastery,663,0.0059287557,prayer rug,741,0.0030037016,bell cote,442,0.002898649,Great Pyrenees,257,0.00190147,vestment,887,0.0018683092,throne,857,0.0017080855
1499,1499,Image of Church,Church,9879,church,497,0.5681985,bell cote,442,0.026675917,monastery,663,0.006113164,vault,884,0.004168782,altar,406,0.003385174,dome,538,0.0021438093,library,624,0.0019925963,Great Pyrenees,257,0.0017319409,Lhasa,204,0.0016081478,vestment,887,0.0013451109
1500,1500,Image of Gas Pump,Gas Pump,1382,park bench,703,0.033146027,buckeye,990,0.033106916,stone wall,825,0.032544177,picket fence,716,0.022597548,rapeseed,984,0.020816214,mailbox,637,0.019559346,unicycle,880,0.019077232,mountain bike,671,0.017948123,maze,646,0.015038407,bicycle-built-for-two,444,0.014317374
1501,1501,Image of Gas Pump,Gas Pump,8425,balloon,417,0.054542966,barn,425,0.030839296,upright,881,0.028285407,seashore,978,0.025201255,dining table,532,0.022007365,hay,958,0.021484312,harvester,595,0.01687875,valley,979,0.016162116,velvet,885,0.012275986,volcano,980,0.011842694
1502,1502,Image of Gas Pump,Gas Pump,9271,park bench,703,0.080324784,wire-haired fox terrier,188,0.0340715,worm fence,912,0.03313029,English setter,212,0.025285149,stone wall,825,0.020262748,maze,646,0.016578477,tennis ball,852,0.011830476,lakeside,975,0.010306013,picket fence,716,0.009042814,cocker spaniel,219,0.008991755
1503,1503,Image of Gas Pump,Gas Pump,3262,wing,908,0.29804128,quill,749,0.10543082,volcano,980,0.047845673,valley,979,0.032156914,balloon,417,0.022516567,canoe,472,0.019859292,dam,525,0.009392748,warplane,895,0.009188678,parachute,701,0.00875006,seashore,978,0.0073780254
1504,1504,Image of Gas Pump,Gas Pump,3886,thatch,853,0.18663836,patio,706,0.07072834,tile roof,858,0.04300738,monastery,663,0.019481162,lakeside,975,0.015592813,boathouse,449,0.012802016,sandbar,977,0.009369925,park bench,703,0.008020214,barn,425,0.006993314,bell cote,442,0.0068375836
1505,1505,Image of Gas Pump,Gas Pump,7494,barn,425,0.19954677,harvester,595,0.049516864,mailbox,637,0.039701346,groom,982,0.019767009,rapeseed,984,0.019023988,tractor,866,0.013696797,umbrella,879,0.012507459,spotlight,818,0.012326795,hay,958,0.011755051,beacon,437,0.010403325
1506,1506,Image of Gas Pump,Gas Pump,3488,mitten,658,0.2724099,wool,911,0.03352352,clog,502,0.014624755,sock,806,0.0066421856,poncho,735,0.005398373,bib,443,0.005397992,picket fence,716,0.0038786617,maze,646,0.0037755661,velvet,885,0.0030667556,saltshaker,773,0.0029304994
1507,1507,Image of Gas Pump,Gas Pump,6220,maze,646,0.6126105,broccoli,937,0.014639689,greenhouse,580,0.009018731,rapeseed,984,0.0069827763,picket fence,716,0.0066848076,stone wall,825,0.005936333,barn,425,0.004094607,castle,483,0.0036155153,corn,987,0.003508006,volcano,980,0.0033812276
1508,1508,Image of Gas Pump,Gas Pump,5512,lakeside,975,0.090047754,park bench,703,0.060537536,valley,979,0.053018574,sandbar,977,0.04166183,seashore,978,0.034412432,fountain,562,0.020986542,suspension bridge,839,0.018153787,worm fence,912,0.014001484,breakwater,460,0.013012121,mailbox,637,0.010735452
1509,1509,Image of Gas Pump,Gas Pump,7163,park bench,703,0.094643466,mountain bike,671,0.056644965,rapeseed,984,0.0341465,mailbox,637,0.026501833,unicycle,880,0.02468102,tractor,866,0.02170067,stone wall,825,0.019671505,barn,425,0.016110916,barrow,428,0.0121005215,umbrella,879,0.010847274
1510,1510,Image of Gas Pump,Gas Pump,1592,packet,692,0.5528611,brass,458,0.015379318,ant,310,0.010772899,syringe,845,0.010620093,cassette,481,0.009910523,envelope,549,0.009380719,Band Aid,419,0.008764744,mousetrap,674,0.006775708,plastic bag,728,0.006160483,wallet,893,0.004434706
1511,1511,Image of Gas Pump,Gas Pump,2342,hay,958,0.053265505,valley,979,0.040159147,rapeseed,984,0.038319707,barn,425,0.03325848,boathouse,449,0.027001932,canoe,472,0.022458956,mountain tent,672,0.020503113,viaduct,888,0.01876988,mountain bike,671,0.014848024,lakeside,975,0.014741626
1512,1512,Image of Gas Pump,Gas Pump,1367,brass,458,0.25110173,packet,692,0.06747244,menu,922,0.02300363,mailbox,637,0.02138712,cassette,481,0.017351234,switch,844,0.017259985,cash machine,480,0.013288284,envelope,549,0.012456951,iPod,605,0.010781949,hard disc,592,0.009827355
1513,1513,Image of Gas Pump,Gas Pump,8457,maze,646,0.14869508,barn,425,0.093041465,boathouse,449,0.048501495,lakeside,975,0.048299436,mobile home,660,0.019803412,worm fence,912,0.019671103,rapeseed,984,0.019617252,valley,979,0.016002739,park bench,703,0.013342332,yurt,915,0.012628351
1514,1514,Image of Gas Pump,Gas Pump,6575,harvester,595,0.06422481,corn,987,0.046694875,park bench,703,0.03684865,tractor,866,0.026051689,rapeseed,984,0.024874127,ear,998,0.024763608,stone wall,825,0.023106396,hay,958,0.0205325,apiary,410,0.01836752,barn,425,0.015096999
1515,1515,Image of Gas Pump,Gas Pump,1495,maze,646,0.039488886,rapeseed,984,0.036918234,lakeside,975,0.03658087,boathouse,449,0.022553882,patio,706,0.019564576,park bench,703,0.01884302,barn,425,0.018008132,thatch,853,0.016141873,greenhouse,580,0.015567308,monastery,663,0.014240094
1516,1516,Image of Gas Pump,Gas Pump,9856,barn,425,0.022528518,snowmobile,802,0.021657387,bison,347,0.020438155,park bench,703,0.018288532,geyser,974,0.015517664,worm fence,912,0.015306262,mountain bike,671,0.014908686,fountain,562,0.014147574,canoe,472,0.013814325,birdhouse,448,0.013217776
1517,1517,Image of Gas Pump,Gas Pump,3300,barn,425,0.13213876,worm fence,912,0.11989484,valley,979,0.068748765,lakeside,975,0.060236737,park bench,703,0.043733165,coyote,272,0.015913384,boathouse,449,0.013359144,stone wall,825,0.009581588,castle,483,0.008928177,viaduct,888,0.006757295
1518,1518,Image of Gas Pump,Gas Pump,4183,park bench,703,0.049062055,lakeside,975,0.038757224,valley,979,0.028788313,American black bear,295,0.021619052,tractor,866,0.019933525,rapeseed,984,0.017773073,stone wall,825,0.016985875,mailbox,637,0.014312185,barn,425,0.014119081,unicycle,880,0.011232049
1519,1519,Image of Gas Pump,Gas Pump,7367,maze,646,0.096058734,mobile home,660,0.06469292,patio,706,0.03915184,picket fence,716,0.033311114,library,624,0.023862567,greenhouse,580,0.020195775,flagpole,557,0.010823499,boathouse,449,0.0101327,lawn mower,621,0.0076513393,buckeye,990,0.0072801895
1520,1520,Image of Gas Pump,Gas Pump,6709,nail,677,0.08595886,crate,519,0.04385181,hook,600,0.033874843,padlock,695,0.01987252,screw,783,0.019515406,spindle,816,0.011989712,wooden spoon,910,0.0107400315,window shade,905,0.010281258,chain,488,0.008702583,tray,868,0.008643611
1521,1521,Image of Gas Pump,Gas Pump,9291,valley,979,0.09739163,rapeseed,984,0.0963615,barn,425,0.050558504,alp,970,0.03740416,lakeside,975,0.030200072,worm fence,912,0.024582626,hay,958,0.01749715,balloon,417,0.011140833,castle,483,0.010970208,viaduct,888,0.006864748
1522,1522,Image of Gas Pump,Gas Pump,7113,book jacket,921,0.23654039,envelope,549,0.093969285,packet,692,0.058387574,wallet,893,0.03841966,tray,868,0.016436381,handkerchief,591,0.016378248,lighter,626,0.01434244,thimble,855,0.0130159445,comic book,917,0.011959811,cassette,481,0.011712566
1523,1523,Image of Gas Pump,Gas Pump,2691,buckeye,990,0.04251475,maze,646,0.03499061,stone wall,825,0.034852035,park bench,703,0.026402837,mountain bike,671,0.024008239,unicycle,880,0.022442736,mountain tent,672,0.021660373,barrow,428,0.009191974,patio,706,0.008792166,mailbox,637,0.008349375
1524,1524,Image of Gas Pump,Gas Pump,3252,swab,840,0.07309439,broom,462,0.051699057,book jacket,921,0.038638182,pole,733,0.0181113,komondor,228,0.015386432,thatch,853,0.0148562165,envelope,549,0.014669812,nematode,111,0.014175975,volcano,980,0.011634573,stole,824,0.010592294
1525,1525,Image of Gas Pump,Gas Pump,6175,patio,706,0.44576916,lakeside,975,0.09423878,picket fence,716,0.06974645,boathouse,449,0.016461411,park bench,703,0.0156189855,library,624,0.011225396,worm fence,912,0.0074001723,brass,458,0.0061579444,sandbar,977,0.00535607,rain barrel,756,0.0053449613
1526,1526,Image of Gas Pump,Gas Pump,5562,stone wall,825,0.047167715,mountain tent,672,0.029286457,mountain bike,671,0.028785804,birdhouse,448,0.021091398,barn,425,0.018903758,megalith,649,0.013986177,hatchet,596,0.013714254,unicycle,880,0.012057144,Weimaraner,178,0.011809907,hay,958,0.0105383275
1527,1527,Image of Gas Pump,Gas Pump,1671,brain coral,109,0.3822323,dishrag,533,0.020561919,pillow,721,0.0096798595,folding chair,559,0.0072263144,wool,911,0.00663338,doormat,539,0.0053464207,mailbag,636,0.0036401032,bath towel,434,0.0034636066,chainlink fence,489,0.0030239255,bib,443,0.0028978318
1528,1528,Image of Gas Pump,Gas Pump,7474,patio,706,0.12100079,thatch,853,0.032734774,picket fence,716,0.027655667,worm fence,912,0.025888,park bench,703,0.024338163,barn,425,0.024126917,lakeside,975,0.02400174,rain barrel,756,0.016220655,boathouse,449,0.015014407,stone wall,825,0.013227503
1529,1529,Image of Gas Pump,Gas Pump,2220,mobile home,660,0.28057483,patio,706,0.028623357,picket fence,716,0.027583387,thatch,853,0.017258763,greenhouse,580,0.015387367,tile roof,858,0.010274244,solar dish,807,0.009132163,boathouse,449,0.008622283,barn,425,0.006765796,rain barrel,756,0.0053813783
1530,1530,Image of Gas Pump,Gas Pump,3933,doormat,539,0.0905575,street sign,919,0.03520129,hook,600,0.0280404,padlock,695,0.022796625,mailbox,637,0.020207604,shield,787,0.014893632,tray,868,0.013973621,packet,692,0.011627636,book jacket,921,0.010340529,ashcan,412,0.009672267
1531,1531,Image of Gas Pump,Gas Pump,1445,maze,646,0.1708558,patio,706,0.052421093,lakeside,975,0.034122393,greenhouse,580,0.014652322,library,624,0.01361985,mobile home,660,0.012129427,thatch,853,0.012126992,window screen,904,0.008918957,valley,979,0.008904533,lawn mower,621,0.0088578025
1532,1532,Image of Gas Pump,Gas Pump,9054,doormat,539,0.13902594,wool,911,0.01814515,chainlink fence,489,0.0149847865,parking meter,704,0.0141403945,wallet,893,0.013648546,baseball,429,0.013521012,shovel,792,0.012880128,chain,488,0.010553181,park bench,703,0.010491946,jigsaw puzzle,611,0.009107659
1533,1533,Image of Gas Pump,Gas Pump,8926,seashore,978,0.09120488,promontory,976,0.08590861,coral reef,973,0.078205235,sandbar,977,0.06900509,cliff,972,0.052461512,lakeside,975,0.051885817,valley,979,0.02748294,geyser,974,0.0143489875,breakwater,460,0.010851914,beacon,437,0.0050206953
1534,1534,Image of Gas Pump,Gas Pump,7261,park bench,703,0.08922308,barn,425,0.0376435,cocker spaniel,219,0.023909394,worm fence,912,0.020265426,lawn mower,621,0.019524442,Lhasa,204,0.018404359,brass,458,0.016571803,mailbox,637,0.015022022,soccer ball,805,0.014427214,silky terrier,201,0.0103325425
1535,1535,Image of Gas Pump,Gas Pump,1703,window screen,904,0.26791355,patio,706,0.052129403,sliding door,799,0.027017426,boathouse,449,0.024187312,greenhouse,580,0.022717478,flagpole,557,0.01456321,picket fence,716,0.013591701,tile roof,858,0.0115529895,library,624,0.010607126,solar dish,807,0.0065855994
1536,1536,Image of Gas Pump,Gas Pump,4187,thatch,853,0.15363525,maze,646,0.03823726,picket fence,716,0.037134837,patio,706,0.034399047,lakeside,975,0.02363488,boathouse,449,0.020599686,church,497,0.019178562,greenhouse,580,0.019000903,palace,698,0.017934855,library,624,0.016866006
1537,1537,Image of Gas Pump,Gas Pump,2308,parallel bars,702,0.12494358,pole,733,0.09479799,sandbar,977,0.053311214,turnstile,877,0.044733737,street sign,919,0.024623254,drumstick,542,0.020946294,tripod,872,0.016834307,balance beam,416,0.010661017,seashore,978,0.007927912,pinwheel,723,0.00709321
1538,1538,Image of Gas Pump,Gas Pump,7855,planetarium,727,0.052616928,boathouse,449,0.041894857,church,497,0.03784835,flagpole,557,0.036568888,mobile home,660,0.030242877,patio,706,0.02470824,park bench,703,0.022054587,mailbox,637,0.020893406,library,624,0.019248592,barn,425,0.018509112
1539,1539,Image of Gas Pump,Gas Pump,2496,barn,425,0.055075195,worm fence,912,0.055006668,prison,743,0.025010485,church,497,0.024890168,monastery,663,0.022372218,alp,970,0.022125583,castle,483,0.018764528,megalith,649,0.018033016,brass,458,0.013256532,bell cote,442,0.01293291
1540,1540,Image of Gas Pump,Gas Pump,5605,barn,425,0.3279887,boathouse,449,0.047490075,mobile home,660,0.0345676,yurt,915,0.02023509,alp,970,0.012200941,church,497,0.008875156,valley,979,0.008713263,lakeside,975,0.007880878,apiary,410,0.0072124307,worm fence,912,0.004405673
1541,1541,Image of Gas Pump,Gas Pump,1404,barn,425,0.13643774,thatch,853,0.11943436,boathouse,449,0.04610706,yurt,915,0.034052737,lumbermill,634,0.026980918,worm fence,912,0.0094799725,church,497,0.009284988,tile roof,858,0.0075522205,lakeside,975,0.006567069,greenhouse,580,0.006039273
1542,1542,Image of Gas Pump,Gas Pump,4432,tile roof,858,0.11309001,patio,706,0.07474302,barn,425,0.06889167,boathouse,449,0.054824326,church,497,0.025613824,mailbox,637,0.0086205825,picket fence,716,0.0084791845,ashcan,412,0.008299407,window screen,904,0.008246023,greenhouse,580,0.008238878
1543,1543,Image of Gas Pump,Gas Pump,9675,mailbox,637,0.35492516,ashcan,412,0.010547198,scale,778,0.0057521705,safe,771,0.005186696,parking meter,704,0.002920718,window shade,905,0.0026844046,padlock,695,0.0025879361,pay-phone,707,0.0025871983,tobacco shop,860,0.0025404622,bookshop,454,0.00202103
1544,1544,Image of Gas Pump,Gas Pump,9632,boathouse,449,0.17188406,tile roof,858,0.10493548,patio,706,0.03930942,lakeside,975,0.025179148,solar dish,807,0.021301175,sandbar,977,0.01824362,barn,425,0.017638352,church,497,0.014531488,mobile home,660,0.013863233,park bench,703,0.011183534
1545,1545,Image of Gas Pump,Gas Pump,4819,mailbox,637,0.15367721,cash machine,480,0.09158789,ashcan,412,0.07745599,gas pump,571,0.026176075,parking meter,704,0.019607626,pay-phone,707,0.018266676,vending machine,886,0.010553446,refrigerator,760,0.010511626,sliding door,799,0.006812714,soap dispenser,804,0.004641573
1546,1546,Image of Gas Pump,Gas Pump,5465,maze,646,0.24601267,valley,979,0.13431138,bow,456,0.025389275,cliff,972,0.013310033,promontory,976,0.012429266,rapeseed,984,0.011961074,viaduct,888,0.009513876,volcano,980,0.009455045,maypole,645,0.009238303,alp,970,0.008298803
1547,1547,Image of Gas Pump,Gas Pump,7254,hay,958,0.22494622,barn,425,0.07227917,rapeseed,984,0.053015616,worm fence,912,0.013675951,stone wall,825,0.011844078,viaduct,888,0.010308378,megalith,649,0.009292947,tractor,866,0.008714452,church,497,0.0076657436,plow,730,0.007637447
1548,1548,Image of Gas Pump,Gas Pump,8514,maze,646,0.06036797,seashore,978,0.055702914,rapeseed,984,0.03700908,golf ball,574,0.03533885,valley,979,0.028784806,sandbar,977,0.026669784,lakeside,975,0.022699086,bullfrog,30,0.017404987,thatch,853,0.016466599,coral reef,973,0.01505027
1549,1549,Image of Gas Pump,Gas Pump,4192,barn,425,0.077169605,tile roof,858,0.04859957,patio,706,0.045876987,picket fence,716,0.0361548,thatch,853,0.029084768,boathouse,449,0.028665984,yurt,915,0.022464715,solar dish,807,0.020278709,mobile home,660,0.018521067,lumbermill,634,0.018363986
